"president","start_date","end_date","approving","disapproving","unsure_nodata"
"Bill Clinton",1994-09-23,1994-09-25,43,51,6
"Bill Clinton",1994-09-16,1994-09-18,42,50,8
"Bill Clinton",1994-09-06,1994-09-07,39,54,7
"Bill Clinton",1994-08-15,1994-08-16,39,52,9
"Bill Clinton",1994-08-08,1994-08-09,43,48,9
"Bill Clinton",1994-07-15,1994-07-17,42,49,9
"Bill Clinton",1994-07-01,1994-07-03,43,48,9
"Bill Clinton",1994-06-25,1994-06-28,44,47,9
"Bill Clinton",1994-06-11,1994-06-12,49,44,7
"Bill Clinton",1994-06-03,1994-06-06,46,47,7
"Bill Clinton",1994-05-20,1994-05-22,51,42,7
"Bill Clinton",1994-04-22,1994-04-24,48,44,8
"Bill Clinton",1994-04-16,1994-04-18,51,41,8
"Bill Clinton",1994-03-28,1994-03-30,51,42,7
"Bill Clinton",1994-03-25,1994-03-27,52,41,7
"Bill Clinton",1994-03-11,1994-03-13,50,41,9
"Bill Clinton",1994-03-07,1994-03-08,50,42,8
"Bill Clinton",1994-02-26,1994-02-28,53,41,6
"Bill Clinton",1994-01-28,1994-01-30,58,35,7
"Bill Clinton",1994-01-15,1994-01-17,54,38,8
"Bill Clinton",1994-01-06,1994-01-08,54,38,8
"Bill Clinton",1993-12-17,1993-12-19,54,40,6
"Bill Clinton",1993-12-04,1993-12-06,52,38,10
"Bill Clinton",1993-11-19,1993-11-21,48,43,9
"Bill Clinton",1993-11-15,1993-11-16,50,43,7
"Bill Clinton",1993-11-02,1993-11-04,48,45,7
"Bill Clinton",1993-10-28,1993-10-30,48,45,7
"Bill Clinton",1993-10-13,1993-10-18,47,44,9
"Bill Clinton",1993-10-08,1993-10-10,50,42,8
"Bill Clinton",1993-09-24,1993-09-26,56,36,8
"Bill Clinton",1993-09-13,1993-09-15,46,43,11
"Bill Clinton",1993-09-10,1993-09-12,47,42,11
"Bill Clinton",1993-08-23,1993-08-25,44,47,9
"Bill Clinton",1993-08-08,1993-08-10,44,48,8
"Bill Clinton",1993-07-19,1993-07-21,41,49,10
"Bill Clinton",1993-07-09,1993-07-11,45,48,7
"Bill Clinton",1993-06-29,1993-06-30,46,47,7
"Bill Clinton",1993-06-18,1993-06-21,39,50,11
"Bill Clinton",1993-06-05,1993-06-06,37,49,14
"Bill Clinton",1993-05-21,1993-05-23,44,46,10
"Bill Clinton",1993-05-10,1993-05-12,45,44,11
"Bill Clinton",1993-04-22,1993-04-24,55,37,8
"Bill Clinton",1993-03-29,1993-03-31,52,37,11
"Bill Clinton",1993-03-12,1993-03-14,53,34,13
"Bill Clinton",1993-02-26,1993-02-28,59,29,12
"Bill Clinton",1993-02-12,1993-02-14,51,34,15
"Bill Clinton",1993-01-29,1993-01-31,54,30,16
"Bill Clinton",1993-01-24,1993-01-26,58,20,22
"George Bush",1993-01-08,1993-01-11,56,37,7
"George Bush",1992-12-18,1992-12-20,49,41,10
"George Bush",1992-12-04,1992-12-06,49,47,4
"George Bush",1992-11-20,1992-11-22,43,46,11
"George Bush",1992-10-13,1992-10-15,34,56,10
"George Bush",1992-10-01,1992-10-03,33,58,9
"George Bush",1992-09-17,1992-09-20,36,54,10
"George Bush",1992-09-11,1992-09-15,39,55,6
"George Bush",1992-08-31,1992-09-02,39,54,7
"George Bush",1992-08-21,1992-08-22,40,54,6
"George Bush",1992-08-10,1992-08-12,35,58,7
"George Bush",1992-07-31,1992-08-02,29,60,11
"George Bush",1992-07-24,1992-07-26,32,59,9
"George Bush",1992-06-26,1992-06-30,38,55,7
"George Bush",1992-06-12,1992-06-14,37,55,8
"George Bush",1992-06-04,1992-06-07,37,56,7
"George Bush",1992-05-18,1992-05-20,41,52,7
"George Bush",1992-05-07,1992-05-10,40,53,7
"George Bush",1992-04-20,1992-04-22,42,48,10
"George Bush",1992-04-09,1992-04-12,39,54,7
"George Bush",1992-03-26,1992-03-29,42,51,7
"George Bush",1992-03-20,1992-03-22,41,49,10
"George Bush",1992-03-11,1992-03-12,41,47,12
"George Bush",1992-02-28,1992-03-01,41,53,6
"George Bush",1992-02-19,1992-02-20,39,47,14
"George Bush",1992-02-06,1992-02-09,44,48,8
"George Bush",1992-01-31,1992-02-02,47,48,5
"George Bush",1992-01-16,1992-01-19,46,48,6
"George Bush",1992-01-03,1992-01-06,46,47,7
"George Bush",1991-12-12,1991-12-15,50,41,9
"George Bush",1991-12-05,1991-12-08,52,42,6
"George Bush",1991-11-21,1991-11-24,52,39,9
"George Bush",1991-11-14,1991-11-17,56,36,8
"George Bush",1991-11-07,1991-11-10,56,36,8
"George Bush",1991-10-31,1991-11-03,59,33,8
"George Bush",1991-10-24,1991-10-27,62,29,9
"George Bush",1991-10-17,1991-10-20,66,26,8
"George Bush",1991-10-10,1991-10-13,66,28,6
"George Bush",1991-10-03,1991-10-06,65,27,8
"George Bush",1991-09-26,1991-09-29,66,25,9
"George Bush",1991-09-13,1991-09-15,68,22,10
"George Bush",1991-09-05,1991-09-08,70,21,9
"George Bush",1991-08-29,1991-09-03,69,22,9
"George Bush",1991-08-23,1991-08-25,74,19,7
"George Bush",1991-08-08,1991-08-11,71,22,7
"George Bush",1991-07-25,1991-07-28,71,21,8
"George Bush",1991-07-18,1991-07-21,70,21,9
"George Bush",1991-07-11,1991-07-14,72,21,7
"George Bush",1991-06-27,1991-06-30,72,23,5
"George Bush",1991-06-13,1991-06-16,71,19,10
"George Bush",1991-05-30,1991-06-02,74,17,9
"George Bush",1991-05-23,1991-05-26,76,16,8
"George Bush",1991-05-16,1991-05-19,77,15,8
"George Bush",1991-05-02,1991-05-05,74,19,7
"George Bush",1991-04-25,1991-04-28,76,15,9
"George Bush",1991-04-11,1991-04-14,77,13,10
"George Bush",1991-04-04,1991-04-06,83,12,5
"George Bush",1991-03-28,1991-03-30,82,11,7
"George Bush",1991-03-21,1991-03-24,84,10,6
"George Bush",1991-03-14,1991-03-17,86,9,5
"George Bush",1991-03-07,1991-03-10,87,8,5
"George Bush",1991-02-28,1991-03-03,89,8,3
"George Bush",1991-02-21,1991-02-24,80,13,7
"George Bush",1991-02-14,1991-02-17,80,14,6
"George Bush",1991-02-07,1991-02-10,79,18,3
"George Bush",1991-01-30,1991-02-02,82,15,3
"George Bush",1991-01-23,1991-01-26,83,13,4
"George Bush",1991-01-19,1991-01-22,80,14,6
"George Bush",1991-01-17,1991-01-20,82,12,6
"George Bush",1991-01-11,1991-01-13,64,25,11
"George Bush",1991-01-03,1991-01-06,58,31,11
"George Bush",1990-12-13,1990-12-16,63,30,7
"George Bush",1990-12-06,1990-12-09,58,33,9
"George Bush",1990-11-29,1990-12-02,61,29,10
"George Bush",1990-11-15,1990-11-18,54,33,13
"George Bush",1990-11-08,1990-11-11,58,34,8
"George Bush",1990-11-01,1990-11-04,58,32,10
"George Bush",1990-10-25,1990-10-28,54,36,10
"George Bush",1990-10-18,1990-10-21,53,37,10
"George Bush",1990-10-11,1990-10-14,56,33,11
"George Bush",1990-10-03,1990-10-04,66,25,9
"George Bush",1990-09-27,1990-09-30,67,20,13
"George Bush",1990-09-14,1990-09-16,73,17,10
"George Bush",1990-09-10,1990-09-11,76,16,8
"George Bush",1990-08-30,1990-09-02,74,17,9
"George Bush",1990-08-23,1990-08-26,76,16,8
"George Bush",1990-08-16,1990-08-19,75,16,9
"George Bush",1990-08-09,1990-08-12,74,16,10
"George Bush",1990-07-19,1990-07-22,60,25,15
"George Bush",1990-07-06,1990-07-08,63,24,13
"George Bush",1990-06-15,1990-06-17,69,17,14
"George Bush",1990-06-07,1990-06-10,67,18,15
"George Bush",1990-05-17,1990-05-20,65,20,15
"George Bush",1990-04-19,1990-04-22,67,17,16
"George Bush",1990-04-05,1990-04-08,68,16,16
"George Bush",1990-03-15,1990-03-18,74,15,11
"George Bush",1990-03-08,1990-03-11,68,18,14
"George Bush",1990-02-15,1990-02-18,73,16,11
"George Bush",1990-02-08,1990-02-11,73,16,11
"George Bush",1990-01-04,1990-01-07,80,11,9
"George Bush",1989-12-07,1989-12-10,71,20,9
"George Bush",1989-11-02,1989-11-05,70,17,13
"George Bush",1989-10-05,1989-10-08,68,20,12
"George Bush",1989-09-07,1989-09-10,70,17,13
"George Bush",1989-08-10,1989-08-13,69,19,12
"George Bush",1989-07-06,1989-07-09,66,19,15
"George Bush",1989-06-08,1989-06-11,70,14,16
"George Bush",1989-05-15,1989-05-18,63,18,19
"George Bush",1989-05-04,1989-05-07,56,22,22
"George Bush",1989-04-10,1989-04-16,58,16,26
"George Bush",1989-03-10,1989-03-13,56,16,28
"George Bush",1989-02-28,1989-03-02,63,13,24
"George Bush",1989-01-24,1989-01-26,51,6,43
